1985,Chair, The,Country/Bluegrass,Cochran| H.| & Dillon| D.; REC: George Strait
1971,Chameleon,Jazz,Hancock| H.| Jackson| P.| Mason| Sr.| H.| & Maupin| B.; REC: Herbie Hancock; Buddy Rich; Maynard Ferguson; Christian McBride; Urbanator
1995,Champagne Supernova,Rock/Pop,Gallagher| Noel; REC: Oasis
1995,Champion,Reggae,Banton| B.| & Sibbles| L.; REC: Buju Banton
1993,Chan Chan,Folk/Roots,Repliado| Francisco; REC: Compay Segundo; Las Perlas Del Son
1963,Change Is Gonna Come, A,R & B/Soul,Cooke| Sam; REC: Sam Cooke; The Soul Stirrers; Solomon Burke
1938,Change Partners,Jazz,Berlin| Irving; REC: Fred Astaire; Jimmy Dorsey; Frank Sinatra
1988,Changed The Locks,Folk/Roots,Williams| Lucinda; REC: Lucinda Williams; Tom Petty
1979,Changeling,Rock/Pop,Kerr| J.| & Simple Minds; REC: Simple Minds
1966,Changes,Folk/Roots,Ochs| Phil; REC: Gordon Lightfoot; Phil Ochs; Tony Rice; Ian & Sylvia; Gene Clark; Cilla Black
1971,Changes,Rock/Pop,Bowie| David; REC: David Bowie
1995,Changes,Hip-Hop,2Pac| Evan| D.| & Hornsby| B.; REC: 2Pac
1972,Chant Down Babylon,Reggae,Byles| Keith "Junior"; REC: Junior Byles
1958,Chantilly Lace,Rock/Pop,Richardson| J. P.; REC: The Big Bopper; Jerry Lee Lewis; Buddy Holly; Roy Clark; Louis Prima
1964,Chapel Of Love,R & B/Soul,Spector| P.| Greenwich| E.| & Barry| J.; REC: The Dixie Cups; Bette Midler; The Persuasions; The Pointer Sisters; Elton John; The Beach Boys; The Crystals; Jonathan Richman; The Ronettes
1963,Charade,Musical/Film,Mancini| H.| & Mercer| J.; REC: Henry Mancini; Sarah Vaughan; Quincy Jones; Andy Williams; Julie London; Bobby Darin
1981,Chariots Of Fire Theme,Musical/Film,Vangelis| & Anderson| J.; REC: Vangelis; Melissa Manchester
1923,Charleston,Jazz,Johnson| J. P.| & Mack| C.; REC: Paul Whiteman
1959,Charlie Brown,R & B/Soul,Leiber| J.| & Stoller| M.; REC: The Coasters
1992,Chattahoochee,Country/Bluegrass,Jackson| A.| & McBride| J.; REC: Alan Jackson
1941,Chattanooga Choo Choo,Swing,Warren| H.| & Gordon| M.; REC: Glenn Miller
1949,Chattanoogie Shoe Shine Boy,Jazz,Stone| H.| & Stapp| H.; REC: Red Foley; Bing Crosby
1991,Check The Rhime,Hip-Hop,Tribe Called Quest| A| Ball| R.| Duncan| M.| Ferrone| S.| Gorrie| A.| McIntyre| O.| & Stuart| J.; REC: A Tribe Called Quest
1935,Cheek To Cheek,Jazz,Berlin| Irving; REC: Fred Astaire; Louis Armstrong; Branford Marsalis; Ella Fitzgerald; Sarah Vaughan
1962,Cheese Cake,Jazz,Gordon| Dexter; REC: Dexter Gordon; Ben Besiakov; Leonard Hochman; Tall Jazz; Manhattan Trinity; Jason Bodlovich; James Spaulding
1952,Chelsea Bridge,Jazz,Strayhorn| Billy; REC: Duke Ellington; Ben Webster; Ella Fitzgerald; Tony Bennett; Gerry Mulligan; Tommy Flanagan; Joe Henderson; Roy Eldridge; Archie Shepp; Art Blakey; Cassandra Wilson; Ron Carter
1974,Chelsea Hotel #2,Rock/Pop,Cohen| Leonard; REC: Leonard Cohen
1969,Chelsea Morning,Folk/Roots,Mitchell| Joni; REC: Joni Mitchell
1968,Chest Fever,Rock/Pop,Robertson| Robbie; REC: The Band
1922,Chicago (That Toddlin' Town),Jazz,Fisher| Fred; REC: Ben Selvin; Frank Sinatra
1988,Children's Story,Hip-Hop,Slick Rick; REC: Slick Rick
1963,Chim Chim Cher-ee,Musical/Film,Sherman| R. M.| & Sherman| R. B.; REC: Dick Van Dyke & Julie Andrews; John Coltrane; Duke Ellington; Wes Montgomery
1977,China Girl,Rock/Pop,Bowie| D.| & Pop| I.; REC: David Bowie; Iggy Pop
1969,China Pig,Blues,Van Vliet| Don; REC: Captain Beefheart & The Magic Band
1977,Chinese Rocks,Rock/Pop,Ramone| Dee Dee; REC: Johnny Thunders & The Heartbreakers; The Ramones; Sid Vicious
1979,Chiquitita,Dance/Electronica,Andersson| B.| McCluskey| B.| & Ulvaeus| B.; REC: ABBA; Guardianes Del Amor; Sinead O'Connor
1988,Chiseled In Stone,Country/Bluegrass,Gosdin| V.| & Barnes| M. D.; REC: Vern Gosdin
1975,Chocolate City,R & B/Soul,Clinton| G.| Worrell| B.| & Collins| B.; REC: Parliament
1945,Choo Choo Ch'Boogie,Blues,Horton| V.| Darling| D.| & Gabler| M.; REC: Louis Jordan; Clarence "Gatemouth" Brown
1995,Christmas At The Zoo,Rock/Pop,Flaming Lips| The; REC: The Flaming Lips
1978,Christmas Card From A Hooker In Minneapolis,Jazz,Waits| Tom; REC: Tom Waits
1929,Christopher Robin At Buckingham Palace,Musical/Film,Fraser-Simpson| H.| & Milne| A. A.; REC: Anne Kinney Stephens; Petula Clark
1964,Chug-A-Lug,Country/Bluegrass,Miller| Roger; REC: Roger Miller
1929,Church In The Wildwood,Gospel,Carter| A. P./Traditional; REC: The Carter Family
1994,Cigarettes And Alcohol,Rock/Pop,Gallagher| Noel; REC: Oasis
1969,Cinnamon Girl,Rock/Pop,Young| Neil; REC: Neil Young
1967,Circle Game, The,Folk/Roots,Mitchell| Joni; REC: Joni Mitchell; Buffy Sainte Marie
1992,Circumstances,Blues,Copeland| Johnny; REC: Johnny Copeland
1986,Cities In Dust,Rock/Pop,Siouxsie & The Banshees; REC: Siouxsie & The Banshees
1991,Citizen Tain,Jazz,Marsalis| Branford: REC: Branford Marsalis
1992,City Beat,Jazz,Marsalis| Wynton; REC: Wynton Marsalis
1970,City Of New Orleans,Folk/Roots,Goodman| Steve; REC: Arlo Guthrie
1905,Clair De Lune,Classical/ Contemporary,Debussy| Claude; REC: London Philharmonic Orchestra
1975,Clang Of The Yankee Reaper,Rock/Pop,Parks| V. D.| Kibbee| M. F.| & Lawrence| T.; REC: Van Dyke Parks
1985,Clap Hands,Folk/Roots,Waits| Tom; REC: Tom Waits
1968,Classical Gas,Rock/Pop,Williams| Mason; REC: Mason Williams
1997,Clean Up Man,Hip-Hop,B. G.| & Kidd; REC: B. G.
1982,Cleaning Windows,R & B/Soul,Morrison| Van; REC: Van Morrison
1999,Clear Tha Set,Hip-Hop,Li'l Wayne; REC: Hot Boy$
1917,Cleopatterer,Musical/Film,Kern| J.| & Wodehouse| P. G.; REC: Joan Morris
1914,Climax Rag,Ragtime,Scott| James; REC: Jelly Roll Morton
1959,Climb Ev'ry Mountain,Musical/Film,Rodgers| R.| & Hammerstein| II| O.; REC: Shirley Bassey; Tony Bennett
1994,Closer,Rock/Pop,Reznor| Trent; REC: Nine Inch Nails; Maxwell
1989,Closer To Fine,Folk/Roots,Saliers| Emily; REC: Indigo Girls
1992,Closing Time,Rock/Pop,Cohen| Leonard; REC: Leonard Cohen
1994,Clown,Rock/Pop,Korn; REC: Korn
1989,C'mon Babe,Hip-Hop,2 Live Crew; REC: 2 Live Crew
1959,C'mon Everybody,Rock/Pop,Cochran| E.| & Capehart| J.; REC: Eddie Cochran; NRBQ; Humble Pie; The Sex Pistols; The Stray Cats; Iggy Pop; Alan Jones; Led Zeppelin
1971,Coal Miner's Daughter,Country/Bluegrass,Lynn| Loretta; REC: Loretta Lynn
1971,Coat Of Many Colors,Country/Bluegrass,Parton| Dolly; REC: Dolly Parton; Emmylou Harris; Shania Twain
1999,Coattails Of A Dead Man,Rock/Pop,Claypool| Les| & Primus; REC: Primus
1994,Coax Me,Rock/Pop,Murphy| Chris; REC: Sloan
1976,Cocaine,Rock/Pop,Cale| J. J.; REC: Eric Clapton
1977,Cocaine In My Brain,Reggae,Dillinger; REC: Dillinger
1934,Cocktails For Two,Jazz,Coslow| S.| & Johnston| A.; REC: Duke Ellington; Spike Jones; Coleman Hawkins; Art Tatum; Stan Kenton
1999,Coffee & TV,Rock/Pop,Albarn| D.| Coxon| G.| James| A.| & Rowntree| D.; REC: Blur
1972,Cold Blue Steel And Sweet Fire,Rock/Pop,Mitchell| Joni; REC: Joni Mitchell
1987,Cold Cold Ground,Folk/Roots,Waits| Tom; REC: Tom Waits
1969,Cold Duck Time,Jazz,Harris| Eddie; REC: Eddie Harris; Les McCann; Poncho Sanchez; King Perkoff; Jack McDuff; Skip Heller
1969,Cold Hands From New York,Folk/Roots,Lightfoot| Gordon; REC: Gordon Lightfoot
1951,Cold, Cold Heart,Country/Bluegrass,Williams| Sr.| H.| & Rose| F.; REC: Hank Williams
1916,Colonel Bogey March,Musical/Film,Alford| Kenneth J.; REC: Arthur Fiedler & The Boston Pops; Arthur Lyman Group; Allen Toussaint Orchestra
1988,Colors,Hip-Hop,Ice-T| & Islam| A.; REC: Ice-T
1991,Come A Long Way,Folk/Roots,Shocked| Michelle| REC: Michelle Shocked
1970,Come And Get It,Rock/Pop,McCartney| Paul; REC: Badfinger; Elton John; The Beatles; Graham Parker
1991,Come And Talk To Me,R & B/Soul,DeVante Swing; REC: Jodeci
1991,Come As You Are,Rock/Pop,Cobain| Kurt; REC: Nirvana
1994,Come Baby Come,Hip-Hop,K7| & Gardner| J.; REC: K7
1994,Come Clean,Hip-Hop,Jeru The Damaja| Jones| K.| Manne| S.| Martin| C. E.| Parker| C.| Scruggs| F.| & Taylor| T.; REC: Jeru The Damaja
1902,Come Down, Ma Evenin' Star,Musical/Film,Smith| R. B.| & Stromberg| J.; REC: Joan Morris
1957,Come Fly With Me,Jazz,Van Heusen| J.| & Cahn| S.; REC: Frank Sinatra; Count Basie; Shirley Horn; Holly Cole; Dean Martin; Michael Buble
1991,Come In From The Cold,Rock/Pop,Mitchell| Joni; REC: Joni Mitchell
1910,Come Josephine In My Flying Machine,Musical/Film,Fisher| F.| & Bryan| A.; REC: Ada Jones| Billy Murray| & The American Quartet
1928,Come On Around To My House, Mama,Blues,McTell| Blind Willie; REC: Blind Willie McTell
1936,Come On In My Kitchen,Blues,Johnson| Robert; REC: Robert Johnson; Johnny Shines
1982,Come On, Eileen,Rock/Pop,Adams| K.| Paterson| J.| & Rowland| K.; REC: Dexy's Midnight Runners; Badly Drawn Boy; Save Ferris
1958,Come On, Let's Go,Rock/Pop,Valens| Ritchie; REC: Ritchie Valens
1951,Come On-A My House,Jazz,Saroyan| W.| & Bagdasarian| R.; REC: Rosemary Clooney
1966,Come Out,Classical/ Contemporary,Reich| Steve; REC: Steve Reich
1946,Come Rain Or Come Shine,Jazz,Arlen| H.| & Mercer| J.; REC: Frank Sinatra; Joe Williams; Chet Baker; Art Blakey; Dexter Gordon
1969,Come Saturday Morning,Jazz,Carlin| F.| & Previn| D.; REC: Tony Bennett; Chet Baker; Liza Minnelli
1964,Come See About Me,R & B/Soul,Holland| B.| Dozier| L.| & Holland| E.; REC: The Supremes
1943,Come Sunday,Jazz,Ellington| Duke; REC: Duke Ellington; Jennifer Holiday; Ruth Brown; Oscar Peterson
1997,Come To Daddy,Dance/Electronica,James| Richard D.; REC: Aphex Twin
1993,Come To My Window,Folk/Roots,Etheridge| Melissa; REC: Melissa Etheridge; Tim Crouch; John Tesh
1969,Come Together,Rock/Pop,Lennon| J.| & McCartney| P.; REC: The Beatles; Aerosmith; Ike & Tina Turner; Junior Vasquez
1990,Come Together,Dance/Electronica,Gillespie| B.| Innes| A.| & Young| R.; REC: Primal Scream
1939,Comes Love,Jazz,Brown| L.| Tobias| C.| & Stept| S. H.; REC: Billie Holiday; Joni Mitchell; Ella Fitzgerald; Carmen McRae; Woody Herman; Sam Cooke; Artie Shaw; Louis Prima; Carmen McRae; Willie Nelson & Rickie Lee Jones; Dan Hicks; Betty Johnson
1979,Comfortably Numb,Rock/Pop,Waters| R.| & Gilmour| D.; REC: Pink Floyd
1943,Comin' In On A Wing And A Prayer,Musical/Film,McHugh| J.| & Adamson| H.; REC: Eddie Cantor; Joseph Spence
1998,Coming From,Hip-Hop,DMX| & Fields| A.; REC: DMX & Mary J. Blige
1977,Commando,Rock/Pop,Ramones| The; REC: The Ramones
1995,Common People,Rock/Pop,Cocker| J.| Doyle| C.| Banks| N.| Mackey| S.| & Senior| R.; REC: Pulp
1969,Communication Breakdown,Rock/Pop,Page| J.| Bonham| J.| & Jones| J. P.; REC: Led Zeppelin
1968,Compared To What?,R & B/Soul,McDaniels| Gene; REC: Les McCann & Eddie Harris
1979,Complete Control,Rock/Pop,Strummer| J.| & Jones| M.; REC: The Clash
1965,Components,Jazz,Hutcherson| Bobby; REC: Bobby Hutcherson
1989,Composition No. 112,Jazz,Braxton| Anthony; REC: Anthony Braxton
1998,Composition No. 16 (+101),Jazz,Braxton| Anthony; REC: Anthony Braxton
1981,Composition No. 40a,Jazz,Braxton| Anthony; REC: Anthony Braxton
1976,Composition No. 40f,Jazz,Braxton| Anthony; REC: Anthony Braxton
1978,Computer Game,Dance/Electronica,Sakamoto| R.| Takahashi| Y.| & Hosono| H.; REC: Yellow Magic Orchestra
1949,Conception,Jazz,Shearing| George; REC: George Shearing; Bud Powell; Sonny Rollins; Miles Davis; Bill Evans; Gary Burton; Chet Baker; Nicole Yarling; Chuck Wayne
1965,Concrete And Clay,Rock/Pop,Moeller| T.| & Parker| B.; REC: The Unit 4 + 2; Eddie Rambeau; Xavier Cugat
1998,Concrete Schoolyard,Hip-Hop,Macfadden| L.| & Potsic| M.; REC: Jurassic 5
1983,Confusion,Dance/Electronica,Gilbert| G.| Hook| P.| Morris| S.| Sumner| B.| & Baker| A.; REC: New Order
1960,Consider Yourself,Musical/Film,Bart| Lionel; REC: Martin Horsey; Paul O'Keefe; Michael Goodman; The Ray Charles Singers
1991,Constant Craving,Rock/Pop,lang| k. d.| & Mink| B.; REC: k. d. lang
1945,Constellation,Jazz,Parker| Charlie; REC: Charlie Parker; Sonny Stitt; Jay Brandford; Miles Davis
1979,Consternation,Jazz,Shearing| George; REC: George Shearing; Phil Woods; Tito Puente; Machito & His Afro-Cubans
1967,Contemplation,Jazz,Tyner| McCoy; REC: McCoy Tyner; Dave Ellis; Ode For Joe; Ronnie Scott; Ray Vega; Mal Waldron; Pete Wall; Frederick Washington| Jr.
1934,Continental, The,Musical/Film,Conrad| C.| & Magidson| H.; REC: Erik Rhodes & Lillian Miles
1991,Convolutions,Hip-Hop,Freestyle Fellowship; REC: Freestyle Fellowship
1973,Cook With Honey,Folk/Roots,Carter| Valerie; REC: Judy Collins
1946,Cool Blues,Jazz,Parker| Charlie; REC: Charlie Parker; Chet Baker; Sonny Stitt; Coleman Hawkins; Grant Green; Lee Konitz; Erroll Garner; Jimmy Smith; Miles Davis
1979,Cool For Cats,Rock/Pop,Difford| C.| & Tilbrook| G.; REC: Squeeze
1948,Cool Water,Country/Bluegrass,Nolan| Bob; REC: The Sons of the Pioneers; Joni Mitchell
1992,Cop Killa,Rock/Pop,Ice-T| & Cunningham| E.; REC: Body Count
1924,Copenhagen,Jazz,Davis| C.| & Melrose| W.; REC: Fletcher Henderson; Louis Armstrong; Bix Beiderbecke; Earl Hines; Artie Shaw; Sidney Bechet; Tommy Dorsey; BBC Big Band
1988,Copperhead Road,Country/Bluegrass,Earle| Steve; REC: Steve Earle
1992,Copyright Royalties,Jazz,Bley| Carla; REC: Carla Bley
1975,Cortez The Killer,Rock/Pop,Young| Neil| & Crazy Horse; REC: Neil Young & Crazy Horse
1971,Cosmic Dancer,Rock/Pop,Bolan| Marc; REC: T. Rex; Morrissey; Velvet Goldmine; Johanna's House Of Glamour; Lo Gallocio; Now; Fields Of Gaffney
1929,Cottage For Sale, A,Jazz,Robison| W.| & Conley| L.; REC: Willard Robison; Billy Eckstine; Frank Sinatra
1935,Cotton Fields,Folk/Roots,Leadbelly/Traditional; REC: Leadbelly; Harry Belafonte
1995,Could I Be Your Girl?,Rock/Pop,Arden| Jann; REC: Jann Arden
1972,Could It Be I'm Falling In Love?,R & B/Soul,Steals| Melvin| & Steals| Mervin; REC: The Spinners
1959,Countdown,Jazz,Coltrane| John; REC: John Coltrane; Anthony Braxton; Woody Herman; Charles Eubanks; Benny Green; Steve Smith; Joe Lovano; Steve Kuhn; Brad Mehldau
1969,Country Preacher,Jazz,Zawinul| Joe; REC: Cannonball Adderley; Roy Buchanan; Gerald Veasley; Eric Marienthal; Steve Ferrone
1959,Cousin Mary,Jazz,Coltrane| John; REC: John Coltrane; Archie Shepp; Art Blakey; Lambert| Hendricks| & Bavan; Buddy DeFranco; Stanley Jordan; John Hicks; Tommy Flanagan; Leon Thomas
1927,Cow Cow Blues,Blues,Davenport| Charles; REC: Charles "Cow Cow" Davenport; Memphis Slim; Sammy Price; Otis Spann; Johnnie Johnson; Little Brother Montgomery; Lux Lewis; Bob Crosby; Blind John Davis; Speckled Red
1941,Cow Cow Boogie,Jazz,Raye| D.| De Paul| G.| & Carter| B.; REC: The Ink Spots; Ella Fitzgerald; Frankie Laine
1969,Cowgirl In The Sand,Rock/Pop,Young| Neil; REC: Neil Young; The Byrds
1976,Coyote,Rock/Pop,Mitchell| Joni; REC: Joni Mitchell
1961,Crazy,Country/Bluegrass,Nelson| Willie; REC: Patsy Cline; Willie Nelson
1991,Crazy,Dance/Electronica,Seal| & Sigsworth| G.; REC: Seal
1956,Crazy Arms,Country/Bluegrass,Mooney| R.| & Seals| C.; REC: Webb Pierce; Patsy Cline; Ray Price; George Jones
1920,Crazy Blues,Blues,Bradford| Perry; REC: Mamie Smith; Original Dixieland Jazz Band; Leon Redbone
1979,Crazy Little Thing Called Love,Rock/Pop,Mercury| Freddie; REC: Queen; Dwight Yoakam
1928,Crazy Rhythm,Jazz,Meyer| J.| Kahn| R. W.| & Caesar| I; REC: Coleman Hawkins; Isham Jones; Django Reinhardt; Stan Kenton; Art Tatum; Sidney Bechet; Chet Baker; Barney Kessel; Bud Powell
1980,Crazy Train,Rock/Pop,Osbourne| O.| & Rhodes| R.; REC: Ozzy Osbourne; Pat Boone
1951,Crazy, He Calls Me (Crazy, She Calls Me),Jazz,Russell| B.| & Sigman| C.; REC: Dinah Washington; Liberty Silver; Billie Holiday; Anita O'Day; Abbey Lincoln; Aretha Franklin; Linda Ronstadt; Rod Stewart
1992,Creep,Rock/Pop,Yorke| T.| Greenwood| C.| Greenwood| J.| O'Brien| E.| & Selway| P.; REC: Radiohead
1994,Creep,R & B/Soul,Austin| Dallas; REC: TLC
1900,Creole Belles,Jazz,Lampe| J. Bodewalt; REC: The New Orleans Ragtime Orchestra
1957,Crepuscule With Nellie (Moonlight With Nellie),Jazz,Monk| Thelonius; REC: Thelonious Monk; Branford Marsalis; Wynton Marsalis; The Kronos Quartet; Matthew Brubeck
1964,Crescent,Jazz,Coltrane| John; REC: John Coltrane; Alice Coltrane; Howard McGhee; Saheb Sarbib; Alan Skidmore; John McLaughlin; Joe Lovano
1987,Crescent City,Jazz,Marsalis| Branford: REC: Branford Marsalis
1995,Criminology,Hip-Hop,Raekwon| RZA| Adams| P.| Bascombe| S.| Burgess| L.| Coles| D.| & Patterson| R.; REC: Raekwon
1996,Crispy Bacon,Dance/Electronica,Garnier| Laurent; REC: Laurent Garnier
1988,Critical Beatdown,Hip-Hop,Kool Keith| & Miller| C.; REC: Ultramagnetic MC's
1998,Crook County,Hip-Hop,Twista| Stokes| L.| Mayz| & Newsense; REC: Twista
1936,Cross Road Blues (aka Crossroad; aka Crossroad Blues),Blues,Johnson| Robert; REC: Robert Johnson; Cream; Johnny Shines; Elmore James
1987,Cross, The,Gospel,Prince; REC: Prince; Blind Boys Of Alabma
1967,Crosscut Saw,Blues,Ford| R. G.; REC: Albert King; John Hammond| Jr.; Otis Rush; Leslie West; Preston Shannon; R. L. Burnside; Stevie Ray Vaughan
1992,Crossover,Hip-Hop,E Double E| & Pee MD; REC: EPMD
1995,Crossroads (aka Tha Crossroads; aka Tha Crossroad),Hip-Hop,Bone Thugs-N-Harmony| Isley| M.| Middleton| T.| & Cowan| T.; REC: Bone Thugs-N-Harmony
1992,Crucify,Rock/Pop,Amos| Tori; REC: Tori Amos
1979,Cruisin',R & B/Soul,Robinson| S.| & Tarplin| M.; REC: Smokey Robinson; Earth| Wind & Fire; D'Angelo
1902,Cruising Down the River On A Sunday Afternoon,Musical/Film,Beadell| E.| & Tollerton| N.; REC: Russ Morgan; Connie Francis; The Ames Brothers
1951,Cry,R & B/Soul,Kohlman| C.; REC: Johnnie Ray
1996,Cry,Dance/Electronica,Howie B| & Shaw| J.; REC: Howie B
1963,Cry Baby,R & B/Soul,Russell| B.| & Meade| N.; REC: Janis Joplin; Garnet Mimms & The Enchanters
1956,Cry Cry Cry,Country/Bluegrass,Cash| Johnny; REC: Johnny Cash
1960,Cry Me A River,Jazz,Hamilton| Arthur; REC: Dinah Washington; Julie London; Joe Cocker; Benny Golson; Etta James
1949,Cry Of The Wild Goose,Country/Bluegrass,Gilkyson| Terry; REC: Frankie Laine
1961,Crying,Rock/Pop,Orbison| Roy; REC: Roy Orbison
1965,Crying Game, The,Rock/Pop,Stephens| Geoff; REC: Dave Berry; Boy George
1953,Crying In The Chapel,Gospel,Glenn| Artie; REC: Elvis Presley; The Soul Stirrers; The Orioles
1964,Crying Time,Country/Bluegrass,Owens| Buck; REC: Ray Charles; Dean Martin; Hank Snow; Buck Owens
1972,Crystal Silence,Jazz,Corea| C.| & Potter| N.; REC: Chick Corea; Gary Burton; Marian McPartland; Raul DeSouza; Cynthia Lewis; David Grisman; Barbara Montgomery; Flora Purim; Woody Herman; Marian McPartland; Stan Getz; Conrad Herwig
1931,Cuban Love Song,Jazz,McHugh| J.| Fields| D.| & Stothart| J.; REC: Mel Torme; George Shearing; Ruth Etting
1908,Cuddle Up A Little Closer,Musical/Film,Harbach| O. & Hoschna| K.; REC: Billy Crudup; Dean Martin
1988,Cult Of Personality,Rock/Pop,Reid| V.| Calhoun| W.| Glover| C.| & Skillings| M.; REC: Living Colour
1999,Cum On Everybody,Hip-Hop,Eminem| Bass| M.| & Bass| J.; REC: Eminem
1925,Cup Of Coffee, A Sandwich, And You, A,Musical/Film,Meyer| J.| Rose| B| & Dubin| A.; REC: Gertrude Lawrence; Jack Buchanan
1961,Cupid,R & B/Soul,Cooke| Sam; REC: Sam Cooke; The Spinners; Johnny Nash
1946,Curly Headed Baby,Folk/Roots,Guthrie| Woody; REC: Woody Guthrie
1975,Cut The Cake,R & B/Soul,Average White Band| The| Gorrie| A.| & McIntosh| R.; REC: The Average White Band
1994,Cut Your Hair,Rock/Pop,Malkmus| Stephen; REC: Pavement
1931,Cypress Grove Blues,Blues,James| Skip; REC: Skip James; Corey Harris; Vassar Clements; Doc Watson; Rory Block; Jim Greene; Kelly Joe Phelps; David Soldier; Chris Thomas King
1968,Cyprus Avenue,Blues,Morrison| Van; REC: Van Morrison
,,,
D (Song Title),,,
1986,Da Butt,R & B/Soul,Miller| M.| & Stevens| M.; REC: E. U.
1996,Da Dip,Hip-Hop,Freak Nasty; REC: Freak Nasty
1963,Da Do Ron Ron,R & B/Soul,Spector| P.| Barry| J.| & Greenwich| E.; REC: The Crystals
1995,Da Funk,Dance/Electronica,Bangalter| T.| & De Homem-Christo| G.; REC: Daft Punk
1993,Da Mystery Of Chessboxin',Hip-Hop,Wu-Tang Clan; REC: Wu-Tang Clan
1953,Daahoud,Jazz,Brown| Clifford; REC: Clifford Brown; Max Roach; Oscar Peterson; Dizzy Gillespie; Andy LaVerne; James Moody; Arturo Sandoval
1968,Daddy Sang Bass,Country/Bluegrass,Perkins| Carl; REC: Johnny Cash & June Carter Cash
1912,Dallas Blues,Ragtime,Wand| H. A.| & Garrett| L.; REC: Louis Armstrong; Andy Kirk; Fats Waller; Jack Teagarden; Woody Herman; Paragon Ragtime Orchestra; Wingy Monone; Casa Loma Orchestra
1978,Damaged Goods,Rock/Pop,Allen| D.| Burnham| H.| Gill| A.| & King| A.; REC: Gang of Four
1991,Damn Right, I've Got The Blues,Blues,Guy| Buddy; REC: Buddy Guy; Les Wilson
1979,Dance Away,Rock/Pop,Ferry| Bryan; REC: Roxy Music
1985,Dance Me To The End Of Love,Rock/Pop,Cohen| Leonard; REC: Leonard Cohen
1949,Dance Of The Infidels,Jazz,Powell| Bud; REC: Bud Powell; Fats Navarro; Hank Mobley; Art Blakey; Barry Harris; Charlie Parker; Sonny Rollins; Charles Mingus; Geri Allen
1990,Dance To My Ministry,Hip-Hop,Dechalus| L.| Dixon| M.| & Murphy| D.; REC: Brand Nubian
1968,Dance To The Music,R & B/Soul,Stone| Sly; REC: Sly & the Family Stone
1992,Dance Without Sleeping,Folk/Roots,Etheridge| M.| Mauricio-Fritz| L.| & McCormick| K.; REC: Melissa Etheridge
1992,Dance, The,Country/Bluegrass,Arata| T.| & Drysdale-Wood| H.; REC: Garth Brooks
1992,Dance, You Monster, To My Soft Song,Jazz,Schneider| Maria; REC: Maria Schneider
1979,Dancing Barefoot,Rock/Pop,Smith| P.| & Kral| I.; REC: Patti Smith Group; The Feelies; The Celibate Rifles; Simple Minds
1931,Dancing In The Dark,Jazz,Schwartz| A.| & Dietz| H.; REC: Artie Shaw; Fred Astaire; Diana Krall; Mel Torme; Charlie Parker; Sarah Vaughan; Tony Bennett
1984,Dancing In The Dark,Rock/Pop,Springsteen| Bruce; REC: Bruce Springsteen
1964,Dancing In The Street,R & B/Soul,Gaye| M.| Hunter| I.| & Stevenson| W. M.; REC: Martha & the Vandellas; Van Halen; David Bowie & Mick Jagger; The Dovells
1976,Dancing Queen,Dance/Electronica,Andersson| B.| Ulvaeus| B.| & Anderson| S.; REC: ABBA; Glow; Claudja Berry; Luka Bloom; Kylie Minogue
1964,Dang Me,Country/Bluegrass,Miller| Roger; REC: Roger Miller
1966,Dangling Conversation, The,Folk/Roots,Simon| Paul; REC: Simon & Garfunkel
1973,Daniel,Rock/Pop,John| E.| & Taupin| B.; REC: Elton John
1936,Daphne,Jazz,Reinhardt| D.| & Grappelli| S.; REC: Django Reinhardt; Stephane Grappelli; Eddie South; Alix Combelle; Gary Burton; St. George's Canzona; Roger Chaput; Patrick Favre; Jean-Charles Capon
1919,Dardanella,Jazz,Bernard| F.| Black| J. S.| & Fisher| F.; REC: Ben Selvin; Louis Armstrong; Bix Beiderbecke
1947,Dark As A Dungeon,Folk/Roots,Travis| Merle; REC: Merle Travis; Johnny Cash
1966,Dark End Of The Street,R & B/Soul,Moman| C.| & Penn| D.; REC: James Carr; Aretha Franklin; Percy Sledge
1976,Dark Eyed Molly,Folk/Roots,Fisher| Archie; REC: Stan Rogers; Fairport Convention
1970,Dark Globe,Folk/Roots,Barrett| Syd; REC: Syd Barrett; R. E. M.
1996,Dark Keys, The,Jazz,Marsalis| Branford: REC: Branford Marsalis
1995,Dark Magus,Dance/Electronica,Posford| Simon; REC: Hallucinogen
1957,Dark Moon,Country/Bluegrass,Miller| Ned; REC: Jim Reeves; Gale Storm
1978,Dark Prince, The,Jazz,McLaughlin| John; REC: John McLaughlin
1969,Dark Star,Rock/Pop,Garcia| J.| Hunter| R.| Lesh| P.| Hart| M.| Kreutzmann| B.| McKernan| R.| & Weir| B.; REC: The Grateful Dead; Garth Hudson; David Grisman Quintet
1927,Dark Was The Night, Cold Was The Ground,Gospel,Johnson| Blind Willie; REC: Blind Willie Johnson
1917,Darktown Strutters' Ball, The,Jazz,Brooks| Shelton; REC: Original Dixieland Jazz Band
1995,Darn Folksinger,Folk/Roots,Snider| Bob; REC: Bob Snider
1939,Darn That Dream,Jazz,Van Heusen| J.| & De Lange| E.; REC: Benny Goodman; Count Basie; Stan Kenton; Billie Holiday; Miles Davis; Charles Mingus; Gerry Mulligan; Chet Baker; Clifford Brown; Thelonious Monk; Bill Evans; Tony Bennett; Sarah Vaughan; Dexter Gordon
